category_eng,month,total_sales,market_avg_price,seller_count,market_avg_sales
dvds_blu_ray,2018-01,2,24.9,1,2.0
dvds_blu_ray,2018-02,1,24.9,1,1.0
dvds_blu_ray,2018-03,2,24.9,1,2.0
dvds_blu_ray,2018-04,5,18.5,2,2.5
dvds_blu_ray,2018-05,7,62.848571428571425,3,2.3333333333333335
dvds_blu_ray,2018-06,6,63.81333333333333,4,1.5
dvds_blu_ray,2018-07,1,83.99,1,1.0
dvds_blu_ray,2018-08,1,8.9,1,1.0
electronics,2016-10,2,653.495,2,1.0
electronics,2017-01,11,56.09090909090909,6,1.8333333333333333
electronics,2017-02,19,64.14999999999999,10,1.9
electronics,2017-03,37,107.72972972972973,17,2.176470588235294
electronics,2017-04,48,100.46333333333332,16,3.0
electronics,2017-05,68,98.66338235294117,16,4.25
electronics,2017-06,42,50.00095238095238,14,3.0
electronics,2017-07,97,75.74061855670104,19,5.105263157894737
electronics,2017-08,56,50.96696428571429,14,4.0
electronics,2017-09,67,64.76059701492538,22,3.0454545454545454
electronics,2017-10,63,54.83047619047618,16,3.9375
electronics,2017-11,184,54.48989130434782,28,6.571428571428571
electronics,2017-12,210,40.654809523809526,23,9.130434782608695
electronics,2018-01,352,45.814147727272726,31,11.35483870967742
electronics,2018-02,332,44.51987951807229,36,9.222222222222221
electronics,2018-03,261,48.10268199233716,31,8.419354838709678
electronics,2018-04,214,51.50668224299066,32,6.6875
electronics,2018-05,235,72.2948510638298,37,6.351351351351352
electronics,2018-06,191,50.59984293193717,38,5.026315789473684
electronics,2018-07,159,70.13050314465409,44,3.6136363636363638
electronics,2018-08,120,89.74558333333333,45,2.6666666666666665
fashio_female_clothing,2016-10,1,54.9,1,1.0
fashio_female_clothing,2017-01,2,38.65,1,2.0
fashio_female_clothing,2017-02,4,114.45,3,1.3333333333333333
fashio_female_clothing,2017-03,1,19.9,1,1.0
fashio_female_clothing,2017-04,1,64.9,1,1.0
fashio_female_clothing,2017-05,5,84.48,3,1.6666666666666667
fashio_female_clothing,2017-06,3,51.6,3,1.0
fashio_female_clothing,2017-07,5,75.32000000000001,2,2.5
fashio_female_clothing,2017-08,4,47.175,2,2.0
fashio_female_clothing,2017-09,4,88.925,3,1.3333333333333333
fashio_female_clothing,2017-11,4,24.945,2,2.0
fashio_female_clothing,2018-01,3,53.93000000000001,2,1.5
fashio_female_clothing,2018-02,1,29.99,1,1.0
fashio_female_clothing,2018-03,4,29.99,1,4.0
fashio_female_clothing,2018-04,5,34.99,1,5.0
fashio_female_clothing,2018-08,3,43.32333333333333,1,3.0
fashion_bags_accessories,2016-10,9,56.47777777777778,5,1.8
fashion_bags_accessories,2016-12,1,10.9,1,1.0
fashion_bags_accessories,2017-01,35,47.77057142857143,7,5.0
fashion_bags_accessories,2017-02,41,59.36365853658536,13,3.1538461538461537
fashion_bags_accessories,2017-03,68,71.48764705882353,18,3.7777777777777777
fashion_bags_accessories,2017-04,50,64.396,18,2.7777777777777777
fashion_bags_accessories,2017-05,114,66.94175438596491,25,4.56
fashion_bags_accessories,2017-06,83,82.30156626506023,20,4.15
fashion_bags_accessories,2017-07,88,59.0125,22,4.0
fashion_bags_accessories,2017-08,100,66.6758,28,3.5714285714285716
fashion_bags_accessories,2017-09,128,94.555546875,31,4.129032258064516
fashion_bags_accessories,2017-10,110,71.87327272727273,33,3.3333333333333335
fashion_bags_accessories,2017-11,201,66.88995024875622,40,5.025
fashion_bags_accessories,2017-12,136,74.39308823529413,31,4.387096774193548
fashion_bags_accessories,2018-01,126,63.34698412698413,31,4.064516129032258
fashion_bags_accessories,2018-02,108,91.07981481481482,26,4.153846153846154
fashion_bags_accessories,2018-03,141,73.33177304964539,30,4.7
fashion_bags_accessories,2018-04,107,84.40046728971963,34,3.1470588235294117
fashion_bags_accessories,2018-05,113,103.16867256637168,28,4.035714285714286
fashion_bags_accessories,2018-06,87,90.45919540229885,25,3.48
fashion_bags_accessories,2018-07,77,80.02428571428571,28,2.75
fashion_bags_accessories,2018-08,127,64.3892125984252,36,3.5277777777777777
fashion_childrens_clothes,2017-05,1,110.0,1,1.0
fashion_childrens_clothes,2017-06,1,110.0,1,1.0
fashion_childrens_clothes,2017-08,1,49.9,1,1.0
fashion_childrens_clothes,2017-09,1,89.99,1,1.0
fashion_childrens_clothes,2017-10,1,39.99,1,1.0
fashion_childrens_clothes,2018-03,2,39.99,1,2.0
fashion_childrens_clothes,2018-06,1,89.99,1,1.0
fashion_male_clothing,2016-10,1,24.9,1,1.0
fashion_male_clothing,2017-01,1,126.9,1,1.0
fashion_male_clothing,2017-02,7,91.83571428571429,4,1.75
fashion_male_clothing,2017-03,9,64.53333333333333,4,2.25
fashion_male_clothing,2017-04,7,59.527142857142856,3,2.3333333333333335
fashion_male_clothing,2017-05,4,152.225,2,2.0
fashion_male_clothing,2017-06,10,56.96900000000001,4,2.5
fashion_male_clothing,2017-07,9,79.99888888888889,5,1.8
fashion_male_clothing,2017-08,15,80.33666666666666,7,2.142857142857143
fashion_male_clothing,2017-09,16,73.59375,5,3.2
fashion_male_clothing,2017-10,11,94.7090909090909,4,2.75
fashion_male_clothing,2017-11,12,77.49916666666667,5,2.4
fashion_male_clothing,2017-12,4,112.7225,3,1.3333333333333333
fashion_male_clothing,2018-01,6,91.76666666666667,3,2.0
fashion_male_clothing,2018-02,3,129.36333333333332,2,1.5
fashion_male_clothing,2018-04,1,195.0,1,1.0
fashion_male_clothing,2018-05,1,129.99,1,1.0
fashion_male_clothing,2018-06,7,63.971428571428575,4,1.75
fashion_male_clothing,2018-07,5,41.739999999999995,4,1.25
fashion_male_clothing,2018-08,3,127.23,3,1.0
fashion_shoes,2016-10,1,29.99,1,1.0
fashion_shoes,2017-01,1,34.9,1,1.0
fashion_shoes,2017-02,3,35.68333333333333,2,1.5
fashion_shoes,2017-03,14,108.21428571428571,3,4.666666666666667
fashion_shoes,2017-04,23,66.3695652173913,3,7.666666666666667
fashion_shoes,2017-05,22,75.88818181818182,4,5.5
fashion_shoes,2017-06,21,65.76666666666667,2,10.5
fashion_shoes,2017-07,20,71.1505,5,4.0
fashion_shoes,2017-08,22,67.80409090909092,5,4.4
fashion_shoes,2017-09,14,84.25714285714287,4,3.5
fashion_shoes,2017-10,18,103.38444444444445,5,3.6
fashion_shoes,2017-11,20,88.885,6,3.3333333333333335
fashion_shoes,2017-12,14,84.56428571428572,4,3.5
fashion_shoes,2018-01,9,74.07777777777778,4,2.25
fashion_shoes,2018-02,11,93.97272727272728,4,2.75
fashion_shoes,2018-03,12,104.39999999999999,3,4.0
fashion_shoes,2018-04,11,130.79090909090908,4,2.75
fashion_shoes,2018-05,10,158.27,3,3.3333333333333335
fashion_shoes,2018-06,10,123.05799999999999,3,3.3333333333333335
fashion_shoes,2018-07,6,151.68166666666667,2,3.0
fashion_shoes,2018-08,3,157.1,2,1.5
fashion_sport,2017-03,1,39.9,1,1.0
fashion_sport,2017-04,4,47.445,3,1.3333333333333333
fashion_sport,2017-05,4,37.457499999999996,3,1.3333333333333333
fashion_sport,2017-06,6,82.58166666666666,4,1.5
fashion_sport,2017-07,1,69.9,1,1.0
fashion_sport,2017-08,2,132.9,2,1.0
fashion_sport,2017-09,5,76.92,2,2.5
fashion_sport,2017-10,1,59.9,1,1.0
fashion_sport,2017-11,1,59.9,1,1.0
fashion_sport,2017-12,1,59.9,1,1.0
fashion_sport,2018-01,2,59.9,1,2.0
fashion_sport,2018-03,1,89.9,1,1.0
fashion_sport,2018-04,1,89.9,1,1.0
fashion_sport,2018-08,1,69.9,1,1.0
fashion_underwear_beach,2017-01,2,68.625,1,2.0
fashion_underwear_beach,2017-02,8,49.621249999999996,2,4.0
fashion_underwear_beach,2017-03,6,65.69,4,1.5
fashion_underwear_beach,2017-04,4,24.697499999999998,3,1.3333333333333333
fashion_underwear_beach,2017-05,7,40.5,3,2.3333333333333335
fashion_underwear_beach,2017-06,1,3.9,1,1.0
fashion_underwear_beach,2017-07,3,91.60000000000001,2,1.5
fashion_underwear_beach,2017-08,13,85.46153846153847,4,3.25
fashion_underwear_beach,2017-09,18,99.42777777777778,4,4.5
fashion_underwear_beach,2017-10,3,62.6,3,1.0
fashion_underwear_beach,2017-11,10,122.16,4,2.5
fashion_underwear_beach,2017-12,13,90.23846153846154,3,4.333333333333333
fashion_underwear_beach,2018-01,8,94.3125,2,4.0
fashion_underwear_beach,2018-02,7,57.042857142857144,2,3.5
fashion_underwear_beach,2018-03,5,57.879999999999995,2,2.5
fashion_underwear_beach,2018-04,6,59.9,2,3.0
fashion_underwear_beach,2018-05,6,34.56666666666666,2,3.0
fashion_underwear_beach,2018-06,7,18.47142857142857,2,3.5
fashion_underwear_beach,2018-07,2,54.9,1,2.0
fashion_underwear_beach,2018-08,2,109.95,2,1.0
fixed_telephony,2016-10,5,140.976,5,1.0
fixed_telephony,2017-01,22,30.778181818181817,4,5.5
fixed_telephony,2017-02,22,34.51045454545454,7,3.142857142857143
fixed_telephony,2017-03,21,75.82619047619048,10,2.1
fixed_telephony,2017-04,11,272.57545454545453,6,1.8333333333333333
fixed_telephony,2017-05,11,45.66545454545455,5,2.2
fixed_telephony,2017-06,12,77.80583333333333,5,2.4
fixed_telephony,2017-07,9,24.30333333333333,3,3.0
fixed_telephony,2017-08,20,167.177,10,2.0
fixed_telephony,2017-09,13,1053.3007692307692,4,3.25
fixed_telephony,2017-10,7,535.9828571428571,6,1.1666666666666667
fixed_telephony,2017-11,5,188.796,4,1.25
fixed_telephony,2017-12,5,199.754,5,1.0
fixed_telephony,2018-01,10,244.41,7,1.4285714285714286
fixed_telephony,2018-02,12,511.55583333333334,8,1.5
fixed_telephony,2018-03,14,137.89928571428572,9,1.5555555555555556
fixed_telephony,2018-04,11,174.72181818181818,6,1.8333333333333333
fixed_telephony,2018-05,17,114.47647058823529,6,2.8333333333333335
fixed_telephony,2018-06,17,122.37176470588236,9,1.8888888888888888
fixed_telephony,2018-07,11,847.2172727272726,6,1.8333333333333333
fixed_telephony,2018-08,10,272.41700000000003,4,2.5
flowers,2017-11,6,31.3,2,3.0
flowers,2017-12,2,41.35,2,1.0
flowers,2018-01,10,28.46,2,5.0
flowers,2018-02,4,33.620000000000005,2,2.0
flowers,2018-03,3,29.89,1,3.0
flowers,2018-04,3,52.800000000000004,2,1.5
flowers,2018-05,1,16.4,1,1.0
flowers,2018-06,2,54.0,1,2.0
flowers,2018-07,2,23.994999999999997,2,1.0
food,2016-10,1,79.9,1,1.0
food,2017-01,2,21.41,1,2.0
food,2017-02,9,79.51444444444445,3,3.0
food,2017-03,24,111.14833333333333,5,4.8
food,2017-04,8,61.4125,5,1.6
food,2017-05,3,129.29999999999998,2,1.5
food,2017-06,1,149.9,1,1.0
food,2017-07,7,83.45142857142856,4,1.75
food,2017-08,8,45.5625,5,1.6
food,2017-09,17,58.40705882352941,6,2.8333333333333335
food,2017-10,17,47.41529411764706,3,5.666666666666667
food,2017-11,17,32.76176470588236,4,4.25
food,2017-12,14,69.87071428571429,10,1.4
food,2018-01,20,43.4205,8,2.5
food,2018-02,39,49.5748717948718,8,4.875
food,2018-03,35,44.568571428571424,6,5.833333333333333
food,2018-04,40,41.63575,8,5.0
food,2018-05,44,35.066590909090905,6,7.333333333333333
food,2018-06,24,57.1325,10,2.4
food,2018-07,64,52.78390625,19,3.3684210526315788
food,2018-08,116,71.17396551724138,23,5.043478260869565
food_drink,2017-03,5,22.16,4,1.25
food_drink,2017-04,3,15.966666666666667,2,1.5
food_drink,2017-05,17,24.487647058823526,7,2.4285714285714284
food_drink,2017-06,2,28.7,2,1.0
food_drink,2017-07,8,21.025,4,2.0
food_drink,2017-08,16,33.3625,6,2.6666666666666665
food_drink,2017-09,9,34.54,6,1.5
food_drink,2017-10,18,130.51277777777779,4,4.5
food_drink,2017-11,33,74.10818181818182,8,4.125
food_drink,2017-12,22,49.940000000000005,6,3.6666666666666665
food_drink,2018-01,11,31.015454545454546,6,1.8333333333333333
food_drink,2018-02,24,44.12916666666666,7,3.4285714285714284
food_drink,2018-03,19,123.72473684210526,10,1.9
food_drink,2018-04,18,33.614999999999995,9,2.0
food_drink,2018-05,25,49.577600000000004,10,2.5
food_drink,2018-06,11,26.713636363636365,4,2.75
food_drink,2018-07,18,45.20722222222222,9,2.0
food_drink,2018-08,21,48.981428571428566,10,2.1
furniture_bedroom,2017-01,8,9.15,1,8.0
furniture_bedroom,2017-02,1,450.0,1,1.0
furniture_bedroom,2017-04,5,171.792,2,2.5
furniture_bedroom,2017-05,9,263.33,4,2.25
furniture_bedroom,2017-06,2,154.495,2,1.0
furniture_bedroom,2017-07,5,241.398,4,1.25
furniture_bedroom,2017-08,3,206.0,3,1.0
furniture_bedroom,2017-09,4,177.4,3,1.3333333333333333
furniture_bedroom,2017-10,5,288.78000000000003,4,1.25
furniture_bedroom,2017-11,3,291.0,3,1.0
furniture_bedroom,2017-12,1,185.0,1,1.0
furniture_bedroom,2018-01,5,182.95999999999998,1,5.0
furniture_bedroom,2018-02,8,136.85,3,2.6666666666666665
furniture_bedroom,2018-03,6,178.63333333333333,4,1.5
furniture_bedroom,2018-04,8,183.8625,4,2.0
furniture_bedroom,2018-05,6,247.49666666666667,4,1.5
furniture_bedroom,2018-06,9,173.3322222222222,5,1.8
furniture_bedroom,2018-07,10,138.69,5,2.0
furniture_bedroom,2018-08,12,183.08333333333334,6,2.0
furniture_decor,2016-09,2,36.445,1,2.0
furniture_decor,2016-10,71,83.5856338028169,34,2.088235294117647
furniture_decor,2017-01,184,74.67451086956522,45,4.088888888888889
furniture_decor,2017-02,268,79.03694029850747,74,3.6216216216216215
furniture_decor,2017-03,332,72.83533132530121,74,4.486486486486487
furniture_decor,2017-04,203,106.84935960591132,67,3.029850746268657
furniture_decor,2017-05,289,84.3061937716263,67,4.313432835820896
furniture_decor,2017-06,233,72.71922746781117,58,4.017241379310345
furniture_decor,2017-07,321,77.42028037383177,65,4.938461538461539
furniture_decor,2017-08,449,81.00692650334076,80,5.6125
furniture_decor,2017-09,349,88.50598853868195,77,4.532467532467533
furniture_decor,2017-10,386,80.60823834196891,81,4.765432098765432
furniture_decor,2017-11,794,80.57282115869018,108,7.351851851851852
furniture_decor,2017-12,393,82.66857506361323,84,4.678571428571429
furniture_decor,2018-01,623,90.17393258426966,95,6.557894736842106
furniture_decor,2018-02,436,89.20715596330275,84,5.190476190476191
furniture_decor,2018-03,604,87.82579470198675,87,6.942528735632184
furniture_decor,2018-04,595,95.4889243697479,94,6.329787234042553
furniture_decor,2018-05,605,89.68757024793389,87,6.954022988505747
furniture_decor,2018-06,405,104.17338271604939,91,4.450549450549451
furniture_decor,2018-07,440,103.89884090909091,107,4.11214953271028
furniture_decor,2018-08,433,95.5661662817552,105,4.123809523809523
furniture_living_room,2017-01,10,124.19000000000001,3,3.3333333333333335
furniture_living_room,2017-02,24,157.98458333333335,4,6.0
furniture_living_room,2017-03,24,138.5,5,4.8
furniture_living_room,2017-04,12,172.77833333333334,7,1.7142857142857142
furniture_living_room,2017-05,34,144.98323529411766,9,3.7777777777777777
furniture_living_room,2017-06,15,114.22,5,3.0
furniture_living_room,2017-07,31,141.77806451612904,8,3.875
furniture_living_room,2017-08,23,107.74217391304349,8,2.875
furniture_living_room,2017-09,11,115.98818181818181,5,2.2
furniture_living_room,2017-10,19,80.67315789473685,6,3.1666666666666665
furniture_living_room,2017-11,39,159.30641025641026,13,3.0
furniture_living_room,2017-12,23,104.68304347826087,7,3.2857142857142856
furniture_living_room,2018-01,22,104.91363636363636,8,2.75
furniture_living_room,2018-02,27,178.58444444444444,11,2.4545454545454546
furniture_living_room,2018-03,19,185.36157894736843,7,2.7142857142857144
furniture_living_room,2018-04,34,150.99205882352942,16,2.125
furniture_living_room,2018-05,16,170.0675,9,1.7777777777777777
furniture_living_room,2018-06,29,122.12482758620689,11,2.6363636363636362
furniture_living_room,2018-07,55,123.266,15,3.6666666666666665
furniture_living_room,2018-08,40,130.58350000000002,15,2.6666666666666665
furniture_mattress_and_upholstery,2017-04,1,109.4,1,1.0
furniture_mattress_and_upholstery,2017-05,3,198.63,2,1.5
furniture_mattress_and_upholstery,2017-07,1,109.4,1,1.0
furniture_mattress_and_upholstery,2017-08,2,254.695,2,1.0
furniture_mattress_and_upholstery,2017-09,1,86.5,1,1.0
furniture_mattress_and_upholstery,2017-11,2,167.0,2,1.0
furniture_mattress_and_upholstery,2017-12,8,100.4625,3,2.6666666666666665
furniture_mattress_and_upholstery,2018-01,9,95.61111111111111,3,3.0
furniture_mattress_and_upholstery,2018-02,6,64.89999999999999,2,3.0
furniture_mattress_and_upholstery,2018-03,4,110.0,1,4.0
furniture_mattress_and_upholstery,2018-07,1,129.9,1,1.0
garden_tools,2016-10,5,271.976,5,1.0
garden_tools,2017-01,58,140.56465517241378,19,3.0526315789473686
garden_tools,2017-02,72,182.5640277777778,35,2.057142857142857
garden_tools,2017-03,150,158.31433333333334,32,4.6875
garden_tools,2017-04,119,174.86789915966386,38,3.1315789473684212
garden_tools,2017-05,141,146.76212765957447,41,3.4390243902439024
garden_tools,2017-06,116,141.5178448275862,39,2.9743589743589745
garden_tools,2017-07,190,105.61605263157894,36,5.277777777777778
garden_tools,2017-08,241,101.34107883817428,39,6.17948717948718
garden_tools,2017-09,225,100.03213333333333,38,5.921052631578948
garden_tools,2017-10,281,92.45103202846975,31,9.064516129032258
garden_tools,2017-11,552,83.4294927536232,48,11.5
garden_tools,2017-12,325,85.19904615384615,38,8.552631578947368
garden_tools,2018-01,240,112.65808333333332,35,6.857142857142857
garden_tools,2018-02,301,90.0582392026578,41,7.341463414634147
garden_tools,2018-03,263,105.19448669201522,48,5.479166666666667
garden_tools,2018-04,288,121.65847222222222,56,5.142857142857143
garden_tools,2018-05,292,129.84989726027396,59,4.9491525423728815
garden_tools,2018-06,185,97.39843243243243,45,4.111111111111111
garden_tools,2018-07,179,146.2222346368715,56,3.1964285714285716
garden_tools,2018-08,138,119.07492753623188,45,3.066666666666667
health_beauty,2016-09,3,44.99,1,3.0
health_beauty,2016-10,48,94.84395833333333,14,3.4285714285714284
health_beauty,2017-01,85,147.78023529411763,26,3.269230769230769
health_beauty,2017-02,166,137.58307228915663,46,3.608695652173913
health_beauty,2017-03,211,123.20023696682465,50,4.22
health_beauty,2017-04,190,120.81968421052632,49,3.877551020408163
health_beauty,2017-05,293,161.55225255972695,61,4.80327868852459
health_beauty,2017-06,264,122.00511363636365,56,4.714285714285714
health_beauty,2017-07,321,109.55364485981309,66,4.863636363636363
health_beauty,2017-08,366,138.16715846994535,78,4.6923076923076925
health_beauty,2017-09,390,133.41679487179488,89,4.382022471910112
health_beauty,2017-10,368,115.05067934782609,84,4.380952380952381
health_beauty,2017-11,585,135.34938461538462,114,5.131578947368421
health_beauty,2017-12,470,131.22202127659574,94,5.0
health_beauty,2018-01,633,114.94102685624013,120,5.275
health_beauty,2018-02,677,129.85629246676515,130,5.207692307692308
health_beauty,2018-03,674,133.626706231454,126,5.349206349206349
health_beauty,2018-04,694,132.20610951008643,141,4.921985815602837
health_beauty,2018-05,770,125.2731948051948,147,5.238095238095238
health_beauty,2018-06,885,121.93087005649717,171,5.175438596491228
health_beauty,2018-07,785,134.9503439490446,171,4.590643274853801
health_beauty,2018-08,849,142.2896819787986,180,4.716666666666667
home_appliances,2017-02,7,105.84285714285714,2,3.5
home_appliances,2017-03,11,31.2,4,2.75
home_appliances,2017-04,10,49.94,3,3.3333333333333335
home_appliances,2017-05,32,63.5871875,5,6.4
home_appliances,2017-06,46,56.09108695652174,3,15.333333333333334
home_appliances,2017-07,37,99.24297297297298,5,7.4
home_appliances,2017-08,52,90.35480769230769,5,10.4
home_appliances,2017-09,10,182.019,7,1.4285714285714286
home_appliances,2017-10,8,243.885,6,1.3333333333333333
home_appliances,2017-11,25,180.6376,7,3.5714285714285716
home_appliances,2017-12,16,83.1875,5,3.2
home_appliances,2018-01,30,63.498333333333335,6,5.0
home_appliances,2018-02,52,109.15153846153846,10,5.2
home_appliances,2018-03,74,135.86472972972973,7,10.571428571428571
home_appliances,2018-04,112,145.98973214285715,15,7.466666666666667
home_appliances,2018-05,66,93.86196969696971,14,4.714285714285714
home_appliances,2018-06,71,94.32957746478873,16,4.4375
home_appliances,2018-07,84,65.58238095238096,8,10.5
home_appliances,2018-08,66,100.32712121212121,12,5.5
home_appliances_2,2017-01,8,265.835,4,2.0
home_appliances_2,2017-02,1,15.99,1,1.0
home_appliances_2,2017-03,2,250.45,2,1.0
home_appliances_2,2017-04,2,399.9,1,2.0
home_appliances_2,2017-05,9,343.6711111111111,4,2.25
home_appliances_2,2017-06,6,202.3116666666667,3,2.0
home_appliances_2,2017-07,7,147.71285714285713,2,3.5
home_appliances_2,2017-08,17,235.56176470588235,7,2.4285714285714284
home_appliances_2,2017-09,6,271.3,5,1.2
home_appliances_2,2017-10,10,280.317,7,1.4285714285714286
home_appliances_2,2017-11,14,355.96999999999997,7,2.0
home_appliances_2,2017-12,8,248.77,4,2.0
home_appliances_2,2018-01,13,663.8538461538462,6,2.1666666666666665
home_appliances_2,2018-02,21,428.5157142857143,10,2.1
home_appliances_2,2018-03,12,470.68333333333334,10,1.2
home_appliances_2,2018-04,23,901.8126086956521,11,2.090909090909091
home_appliances_2,2018-05,23,627.88,11,2.090909090909091
home_appliances_2,2018-06,19,437.5115789473684,11,1.7272727272727273
home_appliances_2,2018-07,24,530.68,14,1.7142857142857142
home_appliances_2,2018-08,15,658.8506666666667,9,1.6666666666666667
home_comfort_2,2017-01,2,36.4,2,1.0
home_comfort_2,2017-03,3,114.29333333333334,2,1.5
home_comfort_2,2017-04,1,12.9,1,1.0
home_comfort_2,2017-06,1,12.9,1,1.0
home_comfort_2,2017-07,1,12.9,1,1.0
home_comfort_2,2017-08,3,12.9,1,3.0
home_comfort_2,2017-09,1,12.9,1,1.0
home_comfort_2,2017-10,5,12.9,1,5.0
home_comfort_2,2017-11,3,12.9,1,3.0
home_comfort_2,2018-02,3,12.9,1,3.0
home_comfort_2,2018-03,1,34.99,1,1.0
home_comfort_2,2018-04,1,12.9,1,1.0
home_comfort_2,2018-06,2,12.9,1,2.0
home_comfort_2,2018-07,3,12.9,1,3.0
home_confort,2017-02,3,138.22,2,1.5
home_confort,2017-03,13,163.33846153846156,4,3.25
home_confort,2017-04,17,141.82941176470587,6,2.8333333333333335
home_confort,2017-05,38,141.67815789473684,6,6.333333333333333
home_confort,2017-06,18,169.78833333333333,5,3.6
home_confort,2017-07,44,105.76704545454545,6,7.333333333333333
home_confort,2017-08,28,142.86392857142857,6,4.666666666666667
home_confort,2017-09,33,139.16181818181818,4,8.25
home_confort,2017-10,27,134.06666666666666,4,6.75
home_confort,2017-11,45,119.00866666666667,6,7.5
home_confort,2017-12,15,155.64666666666665,4,3.75
home_confort,2018-01,18,167.78666666666666,5,3.6
home_confort,2018-02,21,143.46476190476193,3,7.0
home_confort,2018-03,21,120.11333333333334,4,5.25
home_confort,2018-04,18,107.74444444444445,4,4.5
home_confort,2018-05,22,126.2090909090909,3,7.333333333333333
home_confort,2018-06,16,149.15562500000001,4,4.0
home_confort,2018-07,24,124.34916666666668,6,4.0
home_confort,2018-08,16,140.08,5,3.2
home_construction,2017-02,4,173.9,1,4.0
home_construction,2017-03,10,59.196000000000005,3,3.3333333333333335
home_construction,2017-04,5,320.538,3,1.6666666666666667
home_construction,2017-05,7,231.5,2,3.5
home_construction,2017-06,8,249.0375,3,2.6666666666666665
home_construction,2017-07,2,46.8,1,2.0
home_construction,2017-08,1,124.8,1,1.0
home_construction,2017-09,11,123.43727272727273,8,1.375
home_construction,2017-10,18,233.39833333333334,10,1.8
home_construction,2017-11,38,129.91368421052633,14,2.7142857142857144
home_construction,2017-12,39,172.70000000000002,13,3.0
home_construction,2018-01,42,138.75190476190477,15,2.8
home_construction,2018-02,39,135.99743589743588,16,2.4375
home_construction,2018-03,44,128.17068181818183,12,3.6666666666666665
home_construction,2018-04,76,122.61184210526316,21,3.619047619047619
home_construction,2018-05,79,128.54784810126583,21,3.761904761904762
home_construction,2018-06,71,128.09281690140844,13,5.461538461538462
home_construction,2018-07,62,111.29032258064517,14,4.428571428571429
home_construction,2018-08,49,143.1869387755102,14,3.5
housewares,2016-10,12,107.25583333333334,6,2.0
housewares,2017-01,28,100.985,16,1.75
housewares,2017-02,81,156.29222222222222,33,2.4545454545454546
housewares,2017-03,209,65.3024880382775,46,4.543478260869565
housewares,2017-04,183,82.1248087431694,51,3.588235294117647
housewares,2017-05,310,70.20432258064517,61,5.081967213114754
housewares,2017-06,331,71.3707250755287,60,5.516666666666667
housewares,2017-07,278,75.4931654676259,65,4.276923076923077
housewares,2017-08,288,82.40951388888888,82,3.5121951219512195
housewares,2017-09,255,79.6598431372549,75,3.4
housewares,2017-10,235,68.07076595744681,74,3.175675675675676
housewares,2017-11,426,84.75234741784037,97,4.391752577319588
housewares,2017-12,295,87.87101694915255,83,3.5542168674698793
housewares,2018-01,359,106.06771587743732,103,3.4854368932038833
housewares,2018-02,407,88.24339066339066,100,4.07
housewares,2018-03,408,92.15769607843136,112,3.642857142857143
housewares,2018-04,471,96.40331210191083,135,3.488888888888889
